epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,6.87434,3.33142,4.18903,4.22759,0.00206,0.3745,0.00352,0.00085,3.48212,3.63999,4.12689,0.0002875,0.0002875,0.0002875
2,11.8564,3.0379,3.91166,3.90759,0.00144,0.25751,0.00102,0.00028,3.72392,3.61329,4.34683,0.000586326,0.000586326,0.000586326
3,15.4878,2.65523,3.58179,3.41531,0.00121,0.17116,0.00085,0.00018,3.81321,3.85994,4.587,0.000883954,0.000883954,0.000883954
4,19.1373,2.48785,3.42811,3.13622,0.30938,0.00676,0.00558,0.00218,3.68733,4.01329,4.5424,0.00118038,0.00118038,0.00118038
5,23.1504,2.3436,3.23971,2.93239,0.02843,0.04701,0.01394,0.00484,3.1884,4.21533,4.09302,0.00124001,0.00124001,0.00124001
6,27.1431,2.16785,3.06038,2.80832,0.01214,0.04853,0.01117,0.00557,2.42039,5.38625,3.14305,0.00123751,0.00123751,0.00123751
7,31.4041,2.03824,2.85026,2.63912,0.12632,0.45065,0.12156,0.03927,2.39972,3.29133,2.96756,0.00123502,0.00123502,0.00123502
8,35.4778,1.9177,2.75842,2.5038,0.14329,0.24218,0.13356,0.04966,2.44423,5.60087,3.27808,0.00123252,0.00123252,0.00123252
9,39.6589,1.83684,2.62318,2.41636,0.15646,0.53543,0.17798,0.07391,1.92467,2.49872,2.4978,0.00123002,0.00123002,0.00123002
10,44.2857,1.80623,2.5489,2.36511,0.17772,0.53124,0.19355,0.08375,1.87888,2.41966,2.35559,0.00122752,0.00122752,0.00122752
11,48.776,1.70474,2.39443,2.26251,0.2447,0.47705,0.26636,0.12956,1.78505,2.25165,2.2352,0.00122503,0.00122503,0.00122503
12,52.7638,1.72483,2.38391,2.25165,0.22276,0.46636,0.25997,0.12924,1.77386,2.38644,2.25497,0.00122253,0.00122253,0.00122253
13,56.5435,1.63142,2.2922,2.16329,0.22818,0.61014,0.28394,0.15209,1.56437,2.19597,2.03294,0.00122003,0.00122003,0.00122003
14,60.5363,1.60859,2.2696,2.16742,0.32359,0.53506,0.32793,0.18938,1.55188,2.05631,2.00001,0.00121753,0.00121753,0.00121753
15,64.6064,1.53827,2.17749,2.09237,0.20794,0.47735,0.23566,0.10409,1.76264,2.79109,2.16517,0.00121503,0.00121503,0.00121503
16,71.9608,1.50576,2.11071,2.04849,0.20874,0.62782,0.30566,0.1717,1.51509,2.09598,1.96866,0.00121254,0.00121254,0.00121254
17,78.0823,1.47283,2.06814,2.01704,0.26202,0.56684,0.35006,0.20236,1.46699,1.9183,1.91181,0.00121004,0.00121004,0.00121004
18,86.341,1.42777,1.97719,1.96827,0.3043,0.56372,0.34177,0.19626,1.52602,1.84901,2.00465,0.00120754,0.00120754,0.00120754
19,93.1129,1.42858,1.97444,1.94386,0.2805,0.6135,0.33762,0.18793,1.44034,2.14398,1.90118,0.00120505,0.00120505,0.00120505
20,100.098,1.41602,1.98007,1.94311,0.28427,0.63647,0.35832,0.21613,1.38048,1.93674,1.83274,0.00120255,0.00120255,0.00120255
21,108.494,1.3676,1.92412,1.9047,0.32091,0.55578,0.40471,0.28009,1.17821,1.70289,1.65988,0.00120005,0.00120005,0.00120005
22,115.63,1.33416,1.86755,1.86456,0.3383,0.53039,0.38139,0.25427,1.23295,1.66414,1.6856,0.00119755,0.00119755,0.00119755
23,123.04,1.34359,1.85477,1.85795,0.29584,0.66468,0.38668,0.25628,1.17399,1.76985,1.65341,0.00119505,0.00119505,0.00119505
24,129.919,1.32143,1.82237,1.85008,0.35542,0.60002,0.39931,0.24219,1.35979,1.81475,1.77119,0.00119256,0.00119256,0.00119256
25,136.303,1.29253,1.78441,1.80463,0.38005,0.61114,0.43435,0.2927,1.21774,1.58133,1.67429,0.00119006,0.00119006,0.00119006
26,143.6,1.29173,1.77928,1.79874,0.32167,0.62269,0.38359,0.2564,1.16988,1.79588,1.63053,0.00118756,0.00118756,0.00118756
27,150.186,1.26205,1.74678,1.76703,0.2802,0.61738,0.37797,0.25573,1.17416,1.91919,1.64881,0.00118507,0.00118507,0.00118507
28,156.196,1.28836,1.7612,1.77438,0.34056,0.62946,0.42359,0.28695,1.20067,1.59714,1.6576,0.00118257,0.00118257,0.00118257
29,160.94,1.23484,1.71402,1.75176,0.39591,0.66931,0.44305,0.30284,1.16839,1.52285,1.61524,0.00118007,0.00118007,0.00118007
30,168.197,1.23709,1.72258,1.73896,0.37525,0.64071,0.47466,0.33848,1.06098,1.49223,1.5191,0.00117757,0.00117757,0.00117757
31,176.21,1.21377,1.66751,1.71194,0.33477,0.6369,0.43792,0.29923,1.14786,1.65021,1.59744,0.00117507,0.00117507,0.00117507
32,183.275,1.16445,1.61571,1.67264,0.38315,0.73692,0.50261,0.36153,1.09018,1.44097,1.52117,0.00117258,0.00117258,0.00117258
