epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,313.042,1.12452,1.56949,1.62262,0.39575,0.6579,0.4596,0.34616,0.96864,1.49931,1.41208,0.00114853,0.00114853,0.00114853
43,320.486,1.09741,1.5148,1.60828,0.47072,0.6986,0.52611,0.38322,0.99488,1.36234,1.43281,0.00114605,0.00114605,0.00114605
44,328.539,1.11551,1.55001,1.60859,0.38274,0.66035,0.41026,0.29552,0.956,1.61135,1.41465,0.00114357,0.00114357,0.00114357
45,335.952,1.10043,1.48389,1.58963,0.3955,0.65194,0.51108,0.37127,0.98312,1.42326,1.44423,0.0011411,0.0011411,0.0011411
46,343.478,1.09185,1.4897,1.57764,0.37455,0.58446,0.44923,0.32634,0.97214,1.59657,1.42572,0.00113863,0.00113863,0.00113863
47,350.882,1.10072,1.48177,1.58645,0.49039,0.64272,0.49638,0.36742,0.97012,1.32592,1.40444,0.00113615,0.00113615,0.00113615
48,358.224,1.07335,1.46728,1.56504,0.46069,0.7035,0.51059,0.37278,1.02367,1.3628,1.46103,0.00113368,0.00113368,0.00113368
49,365.579,1.06501,1.44464,1.55575,0.46544,0.67639,0.54271,0.40507,0.96725,1.28077,1.41803,0.0011312,0.0011312,0.0011312
50,373.65,1.1028,1.49356,1.58219,0.49543,0.57887,0.52429,0.38707,0.98186,1.35232,1.44363,0.00112873,0.00112873,0.00112873
51,381.044,1.04667,1.44772,1.52102,0.43467,0.65942,0.51514,0.38078,0.92994,1.33676,1.3917,0.00112625,0.00112625,0.00112625
52,388.397,1.06356,1.44016,1.54813,0.43981,0.72177,0.58013,0.43484,0.94481,1.261,1.36985,0.00112378,0.00112378,0.00112378
53,396.303,1.05679,1.42936,1.53471,0.47509,0.6008,0.52003,0.38622,0.99,1.38981,1.41647,0.0011213,0.0011213,0.0011213
54,404.198,1.07009,1.4416,1.5453,0.49873,0.59722,0.5574,0.41164,0.9605,1.30026,1.402,0.00111882,0.00111882,0.00111882
55,411.471,1.02599,1.39391,1.51234,0.56725,0.634,0.57523,0.42697,0.95434,1.26951,1.39499,0.00111635,0.00111635,0.00111635
56,419.038,1.00418,1.39492,1.49385,0.49139,0.65417,0.55532,0.41432,0.94029,1.25861,1.38504,0.00111388,0.00111388,0.00111388
57,426.368,1.03689,1.38543,1.52157,0.47346,0.65687,0.557,0.40705,0.95247,1.29537,1.3741,0.0011114,0.0011114,0.0011114
58,433.734,1.0132,1.39363,1.50809,0.49036,0.66814,0.53305,0.4044,0.9209,1.32865,1.37738,0.00110892,0.00110892,0.00110892
59,441.042,0.98408,1.35912,1.48227,0.47048,0.62451,0.51893,0.38882,0.93382,1.33385,1.38336,0.00110645,0.00110645,0.00110645
60,448.406,0.98264,1.31882,1.47325,0.47536,0.64287,0.56589,0.43421,0.89397,1.28495,1.37111,0.00110397,0.00110397,0.00110397
61,455.985,1.00719,1.36598,1.49666,0.55553,0.57529,0.55862,0.42574,0.92055,1.39504,1.3851,0.0011015,0.0011015,0.0011015
62,463.355,1.01102,1.36893,1.49863,0.50976,0.654,0.56921,0.419,0.94881,1.26121,1.38801,0.00109903,0.00109903,0.00109903
63,470.885,1.02321,1.37761,1.50854,0.45561,0.66528,0.54286,0.40459,0.91324,1.35085,1.39233,0.00109655,0.00109655,0.00109655
64,478.204,0.98557,1.34248,1.46904,0.43701,0.54732,0.54023,0.40063,0.92323,1.33439,1.37495,0.00109408,0.00109408,0.00109408
65,485.576,0.98624,1.31761,1.46619,0.46086,0.64085,0.53612,0.40479,0.89101,1.41938,1.33949,0.0010916,0.0010916,0.0010916
66,492.922,0.97536,1.26605,1.45976,0.4394,0.65216,0.50099,0.38581,0.86149,1.48854,1.3289,0.00108913,0.00108913,0.00108913
67,500.22,0.99413,1.30622,1.48153,0.4453,0.57126,0.51085,0.38694,0.87141,1.45801,1.33467,0.00108665,0.00108665,0.00108665
68,507.809,0.99942,1.32968,1.47854,0.4911,0.63319,0.58914,0.44619,0.90412,1.26391,1.37247,0.00108417,0.00108417,0.00108417
69,515.772,0.97002,1.31053,1.45445,0.44677,0.73242,0.55971,0.41568,0.89384,1.33006,1.35201,0.0010817,0.0010817,0.0010817
70,523.585,0.98217,1.28562,1.47762,0.63935,0.61228,0.63732,0.48594,0.87622,1.16497,1.32562,0.00107923,0.00107923,0.00107923
71,531.132,0.94797,1.22919,1.43027,0.43229,0.67311,0.53315,0.40015,0.90557,1.4381,1.33396,0.00107675,0.00107675,0.00107675
72,536.669,0.94091,1.23205,1.42533,0.5853,0.52808,0.57151,0.43235,0.90053,1.29298,1.35427,0.00107427,0.00107427,0.00107427
73,542.244,0.93405,1.25961,1.43691,0.56922,0.66543,0.63057,0.47656,0.87768,1.17963,1.33199,0.0010718,0.0010718,0.0010718
74,547.742,0.94987,1.24649,1.43855,0.59295,0.65538,0.64578,0.50004,0.85497,1.13663,1.30029,0.00106933,0.00106933,0.00106933
75,553.739,0.92667,1.22621,1.41599,0.61212,0.58644,0.59134,0.45512,0.87423,1.25438,1.32145,0.00106685,0.00106685,0.00106685
76,559.39,0.93344,1.2163,1.43169,0.5901,0.63618,0.62425,0.46751,0.88029,1.18253,1.32196,0.00106437,0.00106437,0.00106437
77,564.881,0.97592,1.25145,1.44635,0.61807,0.63723,0.60169,0.46331,0.8492,1.15093,1.31182,0.0010619,0.0010619,0.0010619
78,570.437,0.91876,1.18249,1.40686,0.6385,0.59027,0.63448,0.49285,0.83808,1.27508,1.30217,0.00105942,0.00105942,0.00105942
79,576.054,0.93071,1.19476,1.41738,0.48471,0.64165,0.57885,0.44483,0.88319,1.2455,1.332,0.00105695,0.00105695,0.00105695
80,581.463,0.93382,1.19645,1.42478,0.6318,0.665,0.67009,0.51423,0.85576,1.12098,1.32016,0.00105448,0.00105448,0.00105448
81,587.32,0.89697,1.14374,1.39083,0.54683,0.64772,0.64384,0.49891,0.8533,1.16054,1.31637,0.001052,0.001052,0.001052
82,592.769,0.91447,1.15811,1.3967,0.56393,0.62339,0.62379,0.48492,0.83826,1.20361,1.29354,0.00104952,0.00104952,0.00104952
83,598.114,0.90727,1.17177,1.39863,0.66007,0.63402,0.65169,0.49914,0.86591,1.1471,1.31587,0.00104705,0.00104705,0.00104705
84,603.684,0.91585,1.12822,1.39026,0.58035,0.68912,0.63735,0.48488,0.86496,1.17135,1.31528,0.00104458,0.00104458,0.00104458
85,610.166,0.90994,1.15261,1.40625,0.57636,0.63096,0.61526,0.47409,0.85588,1.25188,1.28889,0.0010421,0.0010421,0.0010421
86,615.523,0.92455,1.16178,1.40985,0.66328,0.58371,0.62504,0.47805,0.87159,1.13095,1.32686,0.00103962,0.00103962,0.00103962
87,620.896,0.91546,1.15679,1.40089,0.65397,0.6412,0.67671,0.52566,0.8637,1.15624,1.30756,0.00103715,0.00103715,0.00103715
