epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,6.52878,3.37744,4.24711,4.14154,6e-05,0.02813,4e-05,1e-05,4.51401,3.58241,4.12959,0.000407801,0.000407801,0.000407801
2,11.9284,2.95488,3.84104,3.68447,0,0,0,0,4.62994,4.53999,4.26381,0.000821747,0.000821747,0.000821747
3,17.1141,2.46494,3.4501,3.19927,0.79479,0.05357,0.04871,0.014,3.24484,3.4292,3.12289,0.00123294,0.00123294,0.00123294
4,22.7973,2.19918,3.2149,2.87556,0.04081,0.31757,0.06607,0.01596,2.80358,7.06863,2.96973,0.00123763,0.00123763,0.00123763
5,28.2754,2.08458,2.96846,2.69868,0.10319,0.09685,0.07777,0.01815,2.86674,3.00913,2.99603,0.0012335,0.0012335,0.0012335
6,33.7768,1.94005,2.79108,2.57642,0.23051,0.20892,0.18116,0.07483,2.24192,2.60539,2.21105,0.00122937,0.00122937,0.00122937
7,39.3671,1.88258,2.65245,2.4644,0.19702,0.38876,0.18691,0.06057,2.31894,2.5146,2.33543,0.00122525,0.00122525,0.00122525
8,44.5476,1.8405,2.57898,2.44029,0.2581,0.35855,0.22342,0.0884,2.14471,2.45001,2.12343,0.00122112,0.00122112,0.00122112
9,51.791,1.76064,2.46177,2.3604,0.24124,0.38564,0.21003,0.07771,2.18695,2.43802,2.25019,0.001217,0.001217,0.001217
10,58.793,1.75993,2.37796,2.34061,0.29178,0.34219,0.27715,0.12316,2.08587,2.37849,2.15468,0.00121287,0.00121287,0.00121287
11,66.3733,1.70224,2.2855,2.27174,0.36565,0.44731,0.31548,0.14919,1.98125,2.09606,2.01587,0.00120875,0.00120875,0.00120875
12,73.8941,1.65882,2.19448,2.23194,0.26781,0.49509,0.3517,0.15934,2.04932,1.99217,1.98609,0.00120462,0.00120462,0.00120462
13,81.2538,1.61348,2.12272,2.19182,0.34983,0.46936,0.36096,0.17565,1.93819,1.93747,1.97542,0.0012005,0.0012005,0.0012005
14,88.834,1.61124,2.09338,2.1581,0.21584,0.50823,0.31541,0.15064,1.88974,2.10286,1.82693,0.00119637,0.00119637,0.00119637
15,95.7969,1.55069,2.02714,2.07728,0.29011,0.52739,0.34205,0.16999,1.87917,1.86763,1.95144,0.00119225,0.00119225,0.00119225
16,102.784,1.5322,1.952,2.06144,0.32571,0.53031,0.39016,0.18804,1.9078,1.7855,1.90986,0.00118812,0.00118812,0.00118812
17,110.172,1.51934,1.93177,2.06418,0.30751,0.60537,0.39493,0.19943,1.81818,1.89806,1.75521,0.001184,0.001184,0.001184
18,117.577,1.4657,1.90333,2.01234,0.40125,0.55426,0.41711,0.20816,1.85355,1.79002,1.76364,0.00117988,0.00117988,0.00117988
19,125.034,1.42972,1.84707,1.96306,0.34594,0.58855,0.4296,0.2196,1.76894,1.71562,1.75456,0.00117575,0.00117575,0.00117575
20,132.452,1.40693,1.80206,1.92946,0.33791,0.60109,0.41188,0.20665,1.80158,1.74079,1.70631,0.00117163,0.00117163,0.00117163
21,139.449,1.38494,1.77886,1.92336,0.39936,0.56287,0.43463,0.22803,1.72449,1.61765,1.65688,0.0011675,0.0011675,0.0011675
22,146.886,1.39188,1.73481,1.90883,0.45071,0.60112,0.52048,0.28562,1.67384,1.52931,1.63092,0.00116337,0.00116337,0.00116337
23,154.398,1.35671,1.70931,1.89309,0.40102,0.5623,0.43815,0.23994,1.69575,1.60226,1.61857,0.00115925,0.00115925,0.00115925
24,161.398,1.38214,1.72248,1.88177,0.40382,0.62464,0.45074,0.24869,1.6785,1.70369,1.60001,0.00115513,0.00115513,0.00115513
25,168.416,1.35517,1.68626,1.87369,0.32151,0.63879,0.44248,0.23959,1.61692,1.80247,1.54918,0.001151,0.001151,0.001151
26,175.369,1.37294,1.71015,1.87563,0.42908,0.57623,0.48504,0.25968,1.69233,1.54769,1.62653,0.00114688,0.00114688,0.00114688
27,182.316,1.33503,1.68212,1.81955,0.43026,0.59389,0.48114,0.27168,1.6276,1.5812,1.55303,0.00114275,0.00114275,0.00114275
28,189.295,1.31078,1.64007,1.82234,0.46142,0.56931,0.53749,0.29683,1.58411,1.45127,1.48316,0.00113863,0.00113863,0.00113863
29,196.587,1.2649,1.60754,1.81236,0.50471,0.62824,0.54102,0.29502,1.61891,1.5076,1.52519,0.0011345,0.0011345,0.0011345
30,203.562,1.27,1.59493,1.79197,0.50822,0.61337,0.55572,0.30541,1.6199,1.54782,1.531,0.00113038,0.00113038,0.00113038
31,210.988,1.29605,1.59145,1.80077,0.46917,0.6102,0.52194,0.28223,1.65388,1.53527,1.56742,0.00112625,0.00112625,0.00112625
32,217.986,1.25585,1.57357,1.78788,0.4433,0.62985,0.52477,0.28502,1.61602,1.47891,1.51319,0.00112213,0.00112213,0.00112213
33,224.923,1.24888,1.55417,1.74251,0.53415,0.58707,0.52949,0.28946,1.60477,1.54564,1.53809,0.001118,0.001118,0.001118
34,231.886,1.23638,1.5357,1.73561,0.48379,0.64922,0.55907,0.32641,1.55169,1.41914,1.47519,0.00111388,0.00111388,0.00111388
35,239.323,1.22547,1.53163,1.71881,0.4923,0.60602,0.56274,0.31446,1.57431,1.34747,1.47942,0.00110975,0.00110975,0.00110975
36,246.303,1.2448,1.4959,1.74255,0.45139,0.638,0.54299,0.30928,1.52291,1.41476,1.44141,0.00110563,0.00110563,0.00110563
37,253.254,1.18343,1.48474,1.69836,0.45342,0.58951,0.53528,0.30338,1.50706,1.4278,1.39957,0.0011015,0.0011015,0.0011015
38,260.226,1.17712,1.43571,1.68379,0.47152,0.56919,0.54747,0.31024,1.55573,1.49732,1.46091,0.00109738,0.00109738,0.00109738
