                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    155,                0.51715,                0.98638,                   1.41,                0.82001,                 0.6339,                0.72823,                0.60473,                0.36573,                 1.0392,                 1.1937,               0.004951,               0.004951,               0.004951
                    156,                0.54696,                 1.0232,                 1.4209,                0.75892,                0.65128,                0.72156,                0.59092,                0.34815,                 1.0667,                 1.1915,               0.004918,               0.004918,               0.004918
                    157,                0.52942,                 1.0171,                 1.3986,                0.69373,                0.72621,                0.74427,                0.60084,                0.37525,                 1.0534,                 1.2118,               0.004885,               0.004885,               0.004885
                    158,                0.54103,                 1.0165,                 1.4251,                0.78944,                0.69957,                0.74807,                0.61146,                0.36432,                 1.0318,                 1.2012,               0.004852,               0.004852,               0.004852
                    159,                0.52172,                 1.0224,                 1.3969,                0.77015,                0.65335,                 0.7131,                0.58024,                0.37818,                 1.0578,                 1.2173,               0.004819,               0.004819,               0.004819
                    160,                0.51581,                 1.0075,                 1.3993,                0.77825,                0.66165,                 0.7105,                0.57589,                0.39713,                 1.1322,                  1.227,               0.004786,               0.004786,               0.004786
                    161,                0.53185,                  1.016,                 1.3984,                0.73277,                 0.6815,                0.72666,                0.59575,                 0.3806,                 1.0867,                 1.2151,               0.004753,               0.004753,               0.004753
                    162,                0.51447,                0.97382,                 1.3855,                0.71509,                0.67838,                0.74333,                  0.608,                0.36503,                 1.0485,                 1.1985,                0.00472,                0.00472,                0.00472
                    163,                0.50667,                0.97122,                 1.3807,                 0.7674,                0.64628,                0.72586,                0.59918,                0.37112,                 1.0562,                 1.2061,               0.004687,               0.004687,               0.004687
                    164,                0.51351,                 0.9916,                 1.3914,                0.79971,                0.66567,                 0.7383,                0.60958,                0.36449,                 1.0573,                 1.1883,               0.004654,               0.004654,               0.004654
                    165,                0.50982,                 1.0038,                 1.3822,                0.80247,                0.66513,                0.74322,                0.60434,                0.36007,                 1.0216,                   1.18,               0.004621,               0.004621,               0.004621
                    166,                0.53274,                 1.0203,                 1.3959,                0.75538,                0.67232,                0.73914,                0.60841,                0.37977,                 1.0475,                 1.2115,               0.004588,               0.004588,               0.004588
                    167,                0.51307,                0.97208,                 1.3768,                0.80307,                0.66553,                0.72987,                0.60483,                 0.3581,                 1.0608,                  1.185,               0.004555,               0.004555,               0.004555
                    168,                0.54937,                 1.0038,                 1.4048,                0.78053,                0.66447,                0.71091,                0.58946,                0.35894,                 1.1179,                 1.1852,               0.004522,               0.004522,               0.004522
                    169,                0.53071,                 1.0166,                 1.3939,                0.82057,                 0.6549,                0.75137,                0.62389,                0.35179,                 1.0058,                 1.1804,               0.004489,               0.004489,               0.004489
                    170,                0.52412,                0.98499,                 1.3894,                0.78916,                0.65728,                0.74916,                0.62904,                0.35339,                 1.0343,                 1.1889,               0.004456,               0.004456,               0.004456
                    171,                0.53148,                0.99115,                 1.4051,                 0.8295,                 0.6646,                0.76701,                0.63402,                0.35289,                0.96608,                 1.1869,               0.004423,               0.004423,               0.004423
                    172,                0.52234,                0.96063,                 1.3807,                0.77632,                0.66035,                 0.7231,                0.59416,                 0.3854,                 1.0872,                 1.2083,                0.00439,                0.00439,                0.00439
                    173,                0.51263,                0.97004,                 1.3773,                0.70152,                 0.6811,                0.72723,                0.59827,                0.38186,                 1.1033,                 1.2031,               0.004357,               0.004357,               0.004357
                    174,                0.50168,                 0.9344,                 1.3604,                0.70226,                0.66809,                0.69276,                0.57043,                0.38169,                 1.1346,                 1.2108,               0.004324,               0.004324,               0.004324
                    175,                0.52103,                0.95975,                 1.3859,                0.77145,                0.67955,                0.73208,                0.60803,                 0.3834,                 1.0682,                 1.2051,               0.004291,               0.004291,               0.004291
                    176,                0.54621,                 1.0021,                 1.4097,                0.82761,                0.65166,                0.74893,                0.61643,                0.36791,                 1.0578,                 1.1848,               0.004258,               0.004258,               0.004258
                    177,                0.50847,                0.94713,                 1.3757,                0.79426,                0.61854,                0.70957,                0.58464,                0.40377,                 1.1298,                 1.2076,               0.004225,               0.004225,               0.004225
                    178,                0.52387,                0.95222,                 1.3733,                0.70083,                0.72402,                0.72038,                0.59103,                0.38006,                 1.0929,                 1.2029,               0.004192,               0.004192,               0.004192
                    179,                0.52232,                0.94403,                 1.3651,                0.84482,                0.64024,                0.74807,                0.61821,                0.38008,                 1.0188,                 1.1894,               0.004159,               0.004159,               0.004159
                    180,                0.53464,                0.98475,                 1.3765,                0.77235,                0.68821,                0.75614,                0.61916,                0.37414,                0.97695,                 1.1802,               0.004126,               0.004126,               0.004126
                    181,                0.52242,                0.94498,                 1.3674,                0.75358,                  0.674,                0.73801,                0.60229,                0.39429,                 1.0781,                 1.1954,               0.004093,               0.004093,               0.004093
                    182,                 0.5149,                0.93385,                 1.3575,                0.79384,                0.65194,                0.73421,                0.60427,                0.37344,                 1.0129,                 1.1791,                0.00406,                0.00406,                0.00406
                    183,                0.53929,                0.96111,                 1.3881,                0.77016,                0.65992,                0.73159,                0.61544,                0.37072,                 1.0297,                  1.177,               0.004027,               0.004027,               0.004027
                    184,                0.52572,                0.95651,                 1.3735,                0.74215,                0.67242,                0.72291,                0.59652,                 0.3801,                 1.0311,                 1.1902,               0.003994,               0.003994,               0.003994
                    185,                0.53479,                0.97596,                 1.3763,                0.75387,                0.67959,                0.72188,                0.59962,                0.37487,                 1.0662,                 1.1756,               0.003961,               0.003961,               0.003961
                    186,                0.53927,                0.93235,                  1.374,                0.82267,                0.63647,                0.75718,                0.62233,                0.38709,                0.98254,                  1.173,               0.003928,               0.003928,               0.003928
                    187,                0.50191,                0.91171,                 1.3435,                0.82341,                0.63456,                0.74603,                0.61795,                 0.3802,                 1.0152,                 1.1813,               0.003895,               0.003895,               0.003895
                    188,                0.52015,                0.92851,                 1.3617,                0.78968,                0.64558,                0.73527,                0.60283,                0.38481,                 1.0281,                 1.1887,               0.003862,               0.003862,               0.003862
                    189,                0.52282,                0.92325,                 1.3556,                0.78164,                 0.6984,                0.75447,                0.62593,                 0.3788,                 1.0261,                 1.1853,               0.003829,               0.003829,               0.003829
                    190,                0.51933,                0.93183,                 1.3592,                0.83222,                0.63778,                0.75234,                0.62316,                0.37468,                 1.0136,                 1.1698,               0.003796,               0.003796,               0.003796
                    191,                0.51215,                0.90153,                 1.3502,                0.81853,                 0.6596,                0.73502,                0.60571,                0.40076,                 1.0933,                 1.1886,               0.003763,               0.003763,               0.003763
                    192,                0.52668,                0.92811,                 1.3604,                0.78103,                0.69416,                0.74388,                0.61728,                0.37525,                 1.0686,                 1.1741,                0.00373,                0.00373,                0.00373
                    193,                0.53051,                0.93458,                 1.3645,                0.74136,                0.70018,                0.74662,                0.61816,                0.37444,                 1.0285,                 1.1704,               0.003697,               0.003697,               0.003697
                    194,                0.51331,                0.90895,                 1.3535,                0.80078,                0.66563,                0.72121,                0.59513,                0.37687,                 1.0408,                   1.18,               0.003664,               0.003664,               0.003664
                    195,                0.52699,                0.92913,                 1.3557,                0.78416,                0.70505,                0.72738,                0.60062,                 0.3707,                 1.0156,                 1.1689,               0.003631,               0.003631,               0.003631
                    196,                0.54879,                0.95183,                 1.3864,                0.78804,                0.66334,                0.73906,                0.61207,                0.37151,                 1.0346,                 1.1683,               0.003598,               0.003598,               0.003598
                    197,                0.51628,                0.93679,                 1.3479,                0.80501,                0.66777,                0.74645,                0.61614,                0.39231,                  1.003,                 1.1899,               0.003565,               0.003565,               0.003565
                    198,                0.53535,                0.92623,                  1.352,                0.75377,                0.71451,                0.74906,                0.62027,                0.39496,                 1.0409,                 1.1899,               0.003532,               0.003532,               0.003532
                    199,                0.51102,                0.90502,                 1.3426,                0.74694,                0.70667,                  0.754,                0.62534,                0.40623,                 1.0135,                 1.1983,               0.003499,               0.003499,               0.003499
                    200,                0.52223,                0.89378,                 1.3506,                0.78968,                0.67056,                0.75788,                0.62309,                 0.4023,                 1.0281,                 1.1912,               0.003466,               0.003466,               0.003466
                    201,                0.52767,                 0.9039,                 1.3535,                0.77547,                0.67957,                0.74588,                0.61692,                0.38884,                 1.0257,                 1.1838,               0.003433,               0.003433,               0.003433
                    202,                0.51846,                0.88742,                 1.3464,                0.84242,                 0.6412,                0.74928,                0.62703,                 0.3857,                 1.0483,                 1.1759,                 0.0034,                 0.0034,                 0.0034
                    203,                 0.5168,                  0.894,                 1.3455,                0.77675,                0.70771,                0.75091,                0.62449,                0.38923,                0.98247,                 1.1775,               0.003367,               0.003367,               0.003367
                    204,                0.53076,                0.91272,                  1.349,                 0.7781,                0.68328,                  0.758,                0.62781,                0.39275,                0.99622,                 1.1906,               0.003334,               0.003334,               0.003334
                    205,                0.51253,                0.88529,                 1.3369,                0.86077,                0.65668,                0.76417,                0.63018,                 0.3925,                0.94766,                 1.1851,               0.003301,               0.003301,               0.003301
                    206,                0.54806,                0.90948,                 1.3508,                0.81442,                0.65289,                0.72839,                0.60617,                0.39013,                  1.043,                 1.1867,               0.003268,               0.003268,               0.003268
                    207,                0.51176,                0.86816,                 1.3228,                0.76727,                0.69042,                0.75036,                0.61888,                0.39424,                 1.0168,                 1.1888,               0.003235,               0.003235,               0.003235
                    208,                0.54278,                  0.902,                 1.3573,                0.82285,                0.64569,                 0.7301,                0.59948,                0.39788,                 1.0177,                 1.1839,               0.003202,               0.003202,               0.003202
                    209,                0.52894,                0.89428,                 1.3394,                 0.8123,                0.68465,                0.72966,                0.60753,                0.39675,                 1.0507,                 1.1825,               0.003169,               0.003169,               0.003169
                    210,                0.51727,                0.86224,                 1.3311,                0.81484,                0.66611,                0.76066,                 0.6315,                0.39095,                 1.0175,                 1.1865,               0.003136,               0.003136,               0.003136
                    211,                0.51837,                0.87076,                 1.3316,                0.80693,                0.63544,                0.72809,                0.60294,                0.38411,                  1.023,                 1.1761,               0.003103,               0.003103,               0.003103
                    212,                0.53399,                0.88649,                 1.3372,                0.74014,                0.72347,                0.72986,                0.61477,                0.37022,                0.97842,                 1.1547,                0.00307,                0.00307,                0.00307
                    213,                0.52549,                0.89166,                 1.3383,                0.77258,                0.70416,                0.75279,                0.63354,                0.37865,                0.94195,                 1.1696,               0.003037,               0.003037,               0.003037
                    214,                0.52171,                0.86368,                  1.333,                0.76337,                0.65801,                0.72983,                0.60687,                0.38779,                 1.0016,                 1.1627,               0.003004,               0.003004,               0.003004
                    215,                0.51142,                0.86734,                 1.3217,                0.82833,                0.65644,                0.75427,                0.63333,                0.38497,                0.97865,                 1.1602,               0.002971,               0.002971,               0.002971
                    216,                0.51989,                0.87016,                 1.3354,                0.78771,                0.67193,                0.74573,                0.62435,                0.39305,                 1.0031,                  1.162,               0.002938,               0.002938,               0.002938
                    217,                0.52307,                0.86162,                 1.3357,                0.80616,                0.65701,                 0.7269,                 0.6138,                0.37994,                 1.0162,                 1.1575,               0.002905,               0.002905,               0.002905
                    218,                0.55511,                0.88677,                 1.3549,                0.79909,                0.68536,                0.73258,                0.61306,                0.39047,                0.98747,                 1.1663,               0.002872,               0.002872,               0.002872
                    219,                0.52489,                 0.8636,                 1.3192,                0.76417,                0.70111,                 0.7295,                0.60502,                0.38765,                  1.026,                 1.1562,               0.002839,               0.002839,               0.002839
                    220,                0.51897,                0.84378,                 1.3302,                0.81381,                0.70034,                0.75531,                0.63043,                0.39366,                 0.9847,                 1.1738,               0.002806,               0.002806,               0.002806
                    221,                 0.5337,                0.88453,                 1.3349,                0.83134,                0.67664,                0.75635,                0.62982,                0.40047,                 1.0183,                   1.18,               0.002773,               0.002773,               0.002773
                    222,                0.50601,                0.84442,                 1.3101,                0.77399,                0.69477,                0.72574,                0.60514,                0.42123,                   1.03,                 1.1939,                0.00274,                0.00274,                0.00274
                    223,                0.50801,                 0.8399,                 1.3105,                0.75431,                0.69008,                0.74218,                0.61676,                0.41207,                 0.9875,                 1.1749,               0.002707,               0.002707,               0.002707
                    224,                0.52938,                0.85001,                  1.322,                0.84053,                0.65493,                0.75397,                 0.6293,                0.39287,                0.95163,                 1.1631,               0.002674,               0.002674,               0.002674
                    225,                0.52086,                0.86923,                 1.3216,                0.81025,                0.67947,                0.75893,                  0.633,                0.39095,                0.99381,                 1.1592,               0.002641,               0.002641,               0.002641
                    226,                0.52854,                0.86037,                  1.325,                0.76673,                0.64791,                0.73448,                0.60923,                0.41534,                 1.0436,                 1.1751,               0.002608,               0.002608,               0.002608
                    227,                0.52072,                0.84738,                 1.3121,                0.81342,                0.65252,                0.74589,                0.61654,                0.40323,                 1.0009,                 1.1744,               0.002575,               0.002575,               0.002575
                    228,                0.53107,                 0.8526,                 1.3269,                 0.7775,                0.67268,                0.75148,                0.62793,                0.39501,                0.99052,                 1.1626,               0.002542,               0.002542,               0.002542
                    229,                0.51128,                0.82309,                 1.3071,                0.81045,                0.66939,                0.73788,                0.62074,                0.40304,                 1.0019,                 1.1686,               0.002509,               0.002509,               0.002509
                    230,                0.51952,                0.84235,                 1.3111,                0.78001,                0.68962,                0.74464,                0.62146,                0.40219,                0.99016,                 1.1711,               0.002476,               0.002476,               0.002476
                    231,                 0.5368,                0.85178,                 1.3191,                0.77775,                0.67731,                 0.7488,                0.61995,                0.40616,                0.99967,                  1.177,               0.002443,               0.002443,               0.002443
                    232,                0.52959,                0.85379,                  1.317,                0.83181,                0.67428,                0.77278,                0.63817,                 0.4078,                0.94011,                 1.1836,                0.00241,                0.00241,                0.00241
                    233,                0.52969,                0.85572,                 1.3113,                0.78323,                0.68712,                0.75453,                0.62641,                0.40996,                 1.0204,                 1.1731,               0.002377,               0.002377,               0.002377
                    234,                0.51673,                0.82009,                 1.3146,                0.78887,                0.63431,                0.73219,                 0.6122,                0.40603,                 1.0326,                 1.1671,               0.002344,               0.002344,               0.002344
                    235,                0.52375,                0.83423,                 1.3133,                0.82237,                0.62501,                0.72287,                0.60272,                0.40017,                 1.0241,                 1.1582,               0.002311,               0.002311,               0.002311
                    236,                0.51999,                0.84299,                 1.3052,                0.73844,                0.71318,                0.73298,                0.61094,                0.40086,                 1.0479,                 1.1622,               0.002278,               0.002278,               0.002278
                    237,                0.52602,                0.84322,                 1.3056,                0.81259,                0.67743,                0.73879,                0.61555,                0.41331,                 1.0217,                 1.1629,               0.002245,               0.002245,               0.002245
                    238,                  0.537,                 0.8388,                 1.3175,                0.82182,                0.67731,                0.75271,                0.62639,                0.41552,                 1.0282,                 1.1713,               0.002212,               0.002212,               0.002212
                    239,                0.52616,                0.81842,                  1.309,                0.78336,                0.65971,                0.73799,                0.61229,                0.41489,                 1.0183,                 1.1622,               0.002179,               0.002179,               0.002179
                    240,                0.51818,                0.80126,                 1.3016,                0.80834,                 0.6708,                0.75176,                0.62495,                0.43781,                0.99133,                  1.172,               0.002146,               0.002146,               0.002146
                    241,                0.51899,                0.80253,                 1.2953,                0.68835,                0.73468,                0.73782,                0.61042,                0.42954,                0.98892,                 1.1727,               0.002113,               0.002113,               0.002113
                    242,                0.53163,                0.82811,                 1.3113,                0.80034,                0.71091,                0.75932,                0.62689,                0.43408,                0.99861,                 1.1782,                0.00208,                0.00208,                0.00208
                    243,                0.54213,                0.83052,                 1.3107,                0.83034,                0.69349,                 0.7547,                0.62633,                0.42501,                 1.0029,                 1.1701,               0.002047,               0.002047,               0.002047
                    244,                0.53257,                0.80633,                 1.3062,                0.77654,                0.68721,                0.75819,                0.63069,                0.41521,                0.96758,                  1.168,               0.002014,               0.002014,               0.002014
                    245,                 0.5151,                0.78269,                 1.2952,                0.75283,                0.68347,                0.72432,                0.60074,                   0.42,                 1.0584,                 1.1705,               0.001981,               0.001981,               0.001981
                    246,                0.52089,                0.78127,                  1.294,                0.76153,                0.70684,                0.73571,                  0.613,                0.42915,                  1.013,                 1.1735,               0.001948,               0.001948,               0.001948
                    247,                0.51719,                0.80374,                 1.2897,                0.82005,                0.68861,                0.75776,                0.63672,                0.43364,                0.99359,                 1.1772,               0.001915,               0.001915,               0.001915
                    248,                0.54649,                0.82207,                  1.313,                0.79423,                0.70263,                0.74682,                0.62304,                0.42938,                 1.0067,                  1.175,               0.001882,               0.001882,               0.001882
                    249,                0.53142,                 0.8223,                 1.3049,                0.80038,                0.69456,                0.74862,                0.62385,                0.42202,                 1.0031,                 1.1649,               0.001849,               0.001849,               0.001849
                    250,                0.54318,                0.83226,                 1.3104,                0.82146,                0.67149,                0.75129,                0.62534,                0.43033,                  1.035,                 1.1806,               0.001816,               0.001816,               0.001816
                    251,                0.52103,                 0.8137,                  1.294,                0.81107,                0.68116,                0.73652,                0.61419,                0.41955,                 1.0187,                 1.1708,               0.001783,               0.001783,               0.001783
                    252,                0.52011,                0.79745,                  1.287,                0.82387,                0.67064,                0.75668,                0.63295,                0.42705,                 0.9499,                 1.1693,                0.00175,                0.00175,                0.00175
                    253,                0.53849,                 0.8082,                 1.2974,                 0.8422,                0.65741,                 0.7574,                  0.637,                  0.422,                0.99978,                 1.1644,               0.001717,               0.001717,               0.001717
                    254,                0.49134,                0.77819,                 1.2643,                 0.7903,                0.71238,                0.75466,                0.62962,                0.41812,                0.98656,                 1.1558,               0.001684,               0.001684,               0.001684
                    255,                0.51104,                0.79679,                 1.2791,                0.78318,                0.71547,                0.74585,                0.62218,                0.42839,                 1.0018,                 1.1609,               0.001651,               0.001651,               0.001651
                    256,                0.51936,                0.79541,                 1.2856,                0.80458,                0.70093,                0.77161,                0.64098,                0.44118,                0.96152,                 1.1721,               0.001618,               0.001618,               0.001618
                    257,                0.51368,                 0.8034,                 1.2834,                0.76683,                0.71147,                0.77251,                0.64882,                0.43015,                0.97645,                 1.1674,               0.001585,               0.001585,               0.001585
                    258,                0.51963,                0.80143,                 1.2899,                0.74654,                 0.7141,                0.77249,                0.64994,                0.42964,                0.96538,                 1.1655,               0.001552,               0.001552,               0.001552
                    259,                0.51987,                0.79595,                 1.2864,                0.81583,                0.66441,                0.75272,                0.62684,                0.44091,                0.99713,                 1.1776,               0.001519,               0.001519,               0.001519
                    260,                0.51614,                0.80262,                 1.2911,                0.80692,                0.65252,                0.74777,                0.62521,                0.43075,                 1.0376,                  1.175,               0.001486,               0.001486,               0.001486
                    261,                  0.531,                0.78797,                 1.2884,                0.76649,                0.69304,                0.75624,                0.62878,                 0.4304,                 1.0167,                 1.1676,               0.001453,               0.001453,               0.001453
                    262,                0.56028,                0.83548,                 1.3072,                0.76218,                0.70981,                0.76236,                0.63837,                0.43256,                0.97134,                 1.1669,                0.00142,                0.00142,                0.00142
                    263,                0.52509,                0.78487,                 1.2829,                0.73491,                 0.7314,                0.74879,                0.62781,                0.42905,                0.97598,                 1.1645,               0.001387,               0.001387,               0.001387
                    264,                0.51918,                0.77941,                 1.2814,                0.82008,                0.67429,                0.76644,                0.64269,                0.42962,                 1.0103,                 1.1615,               0.001354,               0.001354,               0.001354
                    265,                0.54037,                0.79632,                 1.2968,                0.79637,                0.69827,                0.75739,                0.63451,                0.42787,                 1.0055,                  1.162,               0.001321,               0.001321,               0.001321
                    266,                0.54733,                0.78932,                 1.2843,                0.77699,                0.71694,                0.75595,                0.62998,                0.43736,                0.98779,                 1.1638,               0.001288,               0.001288,               0.001288
                    267,                0.51856,                0.77907,                 1.2798,                0.76535,                0.71128,                0.75152,                0.63041,                0.43622,                 1.0048,                 1.1646,               0.001255,               0.001255,               0.001255
                    268,                0.53041,                0.77965,                 1.2822,                 0.8276,                0.67142,                0.76258,                0.63613,                0.42466,                 0.9613,                 1.1518,               0.001222,               0.001222,               0.001222
                    269,                0.53891,                0.77434,                 1.2848,                0.80009,                0.66835,                0.75742,                0.63053,                0.42748,                0.96975,                 1.1484,               0.001189,               0.001189,               0.001189
                    270,                0.53368,                0.77112,                 1.2866,                0.74183,                0.74902,                0.75911,                0.63194,                0.44026,                 0.9589,                  1.167,               0.001156,               0.001156,               0.001156
                    271,                 0.5284,                 0.7798,                 1.2786,                0.76632,                0.72367,                 0.7657,                0.64102,                0.43548,                0.94375,                  1.164,               0.001123,               0.001123,               0.001123
                    272,                0.53818,                0.77204,                 1.2909,                0.81046,                0.69976,                0.78122,                0.65487,                0.43307,                0.90679,                 1.1591,                0.00109,                0.00109,                0.00109
                    273,                0.52817,                 0.7893,                 1.2858,                0.77006,                0.72364,                0.77141,                 0.6446,                0.43988,                0.94395,                 1.1595,               0.001057,               0.001057,               0.001057
                    274,                0.53178,                0.77202,                 1.2843,                0.86638,                0.63293,                0.76084,                0.63959,                0.44693,                 0.9754,                 1.1646,               0.001024,               0.001024,               0.001024
                    275,                0.50816,                0.75288,                 1.2659,                0.75704,                  0.703,                0.73788,                0.62141,                0.43747,                 1.0252,                 1.1564,               0.000991,               0.000991,               0.000991
                    276,                0.53125,                0.77063,                 1.2843,                0.81927,                0.65342,                0.74915,                0.62853,                0.44199,                0.97998,                 1.1568,               0.000958,               0.000958,               0.000958
                    277,                0.52488,                0.76564,                 1.2715,                0.80106,                0.66603,                0.75324,                0.62482,                0.44351,                0.97211,                 1.1565,               0.000925,               0.000925,               0.000925
                    278,                0.52451,                0.73883,                 1.2836,                0.82083,                0.66641,                0.76317,                0.63668,                0.43242,                0.95551,                 1.1491,               0.000892,               0.000892,               0.000892
                    279,                0.50567,                0.73847,                 1.2614,                0.80894,                0.65888,                0.75489,                0.62884,                0.43808,                 0.9793,                 1.1486,               0.000859,               0.000859,               0.000859
                    280,                 0.5233,                0.75848,                 1.2694,                0.83936,                0.64175,                0.74105,                0.62234,                0.44771,                0.99617,                 1.1573,               0.000826,               0.000826,               0.000826
                    281,                0.52583,                0.76592,                  1.266,                0.80282,                0.68282,                0.74917,                0.62489,                0.43951,                0.99481,                 1.1545,               0.000793,               0.000793,               0.000793
                    282,                0.53284,                0.76929,                 1.2774,                 0.8251,                0.69255,                0.76366,                 0.6424,                0.42913,                0.96867,                  1.146,                0.00076,                0.00076,                0.00076
                    283,                0.50303,                0.74119,                 1.2515,                0.83075,                0.69058,                0.76503,                0.63946,                0.43435,                0.94144,                 1.1471,               0.000727,               0.000727,               0.000727
                    284,                0.53137,                0.76084,                 1.2678,                0.78328,                0.70094,                0.76442,                0.64176,                0.44694,                0.96205,                 1.1511,               0.000694,               0.000694,               0.000694
                    285,                0.52318,                0.76521,                 1.2684,                0.78542,                0.68913,                0.75991,                0.63951,                0.44018,                0.96146,                 1.1453,               0.000661,               0.000661,               0.000661
                    286,                0.51705,                0.74091,                 1.2668,                0.80353,                0.69008,                 0.7605,                0.64231,                0.43787,                0.94324,                 1.1445,               0.000628,               0.000628,               0.000628
                    287,                0.55701,                0.76643,                   1.28,                 0.7644,                0.70622,                0.75775,                0.64009,                0.44107,                0.95277,                 1.1499,               0.000595,               0.000595,               0.000595
                    288,                0.55133,                0.79148,                 1.2811,                0.77854,                0.70738,                0.76515,                0.64538,                0.44854,                0.93899,                 1.1584,               0.000562,               0.000562,               0.000562
                    289,                0.51727,                 0.7432,                 1.2523,                0.80898,                0.68021,                0.76293,                0.64144,                0.44536,                0.94246,                 1.1548,               0.000529,               0.000529,               0.000529
                    290,                0.52904,                0.75548,                 1.2712,                0.78488,                 0.6833,                0.75668,                0.63999,                0.44263,                 0.9475,                 1.1544,               0.000496,               0.000496,               0.000496
                    291,                0.19387,                0.44545,                 0.9872,                 0.7694,                0.68762,                0.74328,                0.62651,                 0.4573,                0.99602,                 1.1662,               0.000463,               0.000463,               0.000463
                    292,                0.18063,                0.37704,                 0.9963,                0.82107,                0.64845,                0.73312,                0.61228,                0.47087,                 1.0219,                 1.1824,                0.00043,                0.00043,                0.00043
                    293,                0.17399,                0.34896,                0.98208,                0.83125,                0.68784,                0.74646,                0.62048,                0.47379,                 1.0029,                 1.1866,               0.000397,               0.000397,               0.000397
                    294,                0.16977,                0.34114,                0.97745,                0.79761,                0.69329,                0.74276,                0.61697,                 0.4551,                 1.0011,                 1.1721,               0.000364,               0.000364,               0.000364
                    295,                0.16752,                0.32757,                0.96995,                 0.8036,                 0.6812,                0.74085,                0.61681,                 0.4589,                 1.0283,                 1.1709,               0.000331,               0.000331,               0.000331
                    296,                0.16384,                0.31975,                0.95895,                0.79042,                0.68529,                0.73905,                0.61723,                0.46302,                 1.0431,                 1.1688,               0.000298,               0.000298,               0.000298
                    297,                  0.163,                0.32969,                0.96558,                 0.8211,                0.67757,                0.73959,                0.62047,                0.45166,                 1.0311,                 1.1647,               0.000265,               0.000265,               0.000265
                    298,                0.15881,                0.31762,                0.96323,                0.80945,                0.68306,                0.74092,                0.62215,                0.45345,                 1.0279,                 1.1617,               0.000232,               0.000232,               0.000232
                    299,                0.16066,                0.31899,                0.95382,                0.80327,                0.69094,                0.74222,                0.62527,                0.45673,                 1.0256,                 1.1613,               0.000199,               0.000199,               0.000199
                    300,                0.15825,                0.31428,                0.95661,                  0.796,                0.68783,                0.74304,                0.62797,                0.45126,                 1.0108,                 1.1582,               0.000166,               0.000166,               0.000166
