                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                0.53321,                 1.0394,                 1.3979,                0.77053,                0.61601,                0.70575,                0.58069,                0.37822,                 1.1514,                  1.206,                0.00505,                0.00505,                0.00505
                    153,                0.55614,                 1.0452,                  1.406,                 0.7501,                0.69285,                0.72362,                0.58917,                0.37487,                 1.0906,                  1.205,               0.005017,               0.005017,               0.005017
                    154,                0.51811,                  1.013,                 1.3842,                0.88429,                0.62913,                0.75529,                0.61147,                0.38295,                0.99549,                 1.2158,               0.004984,               0.004984,               0.004984
                    155,                0.51871,                 0.9952,                 1.3858,                 0.8073,                0.64291,                0.74534,                0.61408,                0.38362,                 1.0582,                 1.2088,               0.004951,               0.004951,               0.004951
                    156,                0.55394,                 1.0241,                 1.3985,                0.69732,                0.71026,                0.71813,                0.58823,                0.37271,                 1.1221,                 1.1917,               0.004918,               0.004918,               0.004918
                    157,                0.52909,                 1.0356,                 1.3794,                0.82043,                 0.6792,                0.73326,                0.60476,                0.38071,                 1.0888,                 1.1972,               0.004885,               0.004885,               0.004885
                    158,                0.54747,                 1.0297,                 1.4013,                0.75819,                 0.7034,                0.73368,                0.60184,                0.37435,                 1.0395,                 1.1977,               0.004852,               0.004852,               0.004852
                    159,                0.53369,                 1.0253,                 1.3742,                0.71661,                0.69065,                0.71748,                0.58583,                0.37726,                 1.0969,                 1.1832,               0.004819,               0.004819,               0.004819
                    160,                0.52166,                  1.002,                 1.3701,                0.85683,                 0.6369,                0.72953,                0.60356,                0.37193,                  1.084,                 1.1866,               0.004786,               0.004786,               0.004786
                    161,                0.53656,                 1.0117,                 1.3739,                0.71932,                0.64758,                0.70222,                0.57628,                0.38373,                 1.0858,                 1.1921,               0.004753,               0.004753,               0.004753
                    162,                0.51529,                0.98334,                 1.3625,                0.74984,                0.67103,                0.73693,                0.60287,                0.38876,                 1.0951,                 1.1953,                0.00472,                0.00472,                0.00472
                    163,                 0.5131,                0.96955,                 1.3519,                0.70634,                0.70539,                0.71501,                0.57727,                0.38474,                 1.1002,                 1.2012,               0.004687,               0.004687,               0.004687
                    164,                0.52258,                0.98818,                 1.3731,                0.76664,                0.67729,                0.74863,                0.61815,                0.36731,                 1.0265,                 1.1834,               0.004654,               0.004654,               0.004654
                    165,                0.51495,                 1.0047,                 1.3635,                0.78451,                0.68271,                0.73741,                0.60583,                0.38333,                 1.0211,                 1.1902,               0.004621,               0.004621,               0.004621
                    166,                0.53921,                 1.0166,                 1.3732,                0.80718,                0.66198,                0.73874,                0.60371,                0.38935,                0.97815,                 1.1983,               0.004588,               0.004588,               0.004588
                    167,                0.52077,                0.98525,                 1.3601,                0.77207,                0.68122,                0.72327,                0.59176,                0.39169,                 1.0521,                 1.2024,               0.004555,               0.004555,               0.004555
                    168,                0.55649,                 1.0036,                 1.3862,                0.77234,                0.64406,                0.73115,                0.60336,                0.38029,                 1.0366,                  1.179,               0.004522,               0.004522,               0.004522
                    169,                0.53985,                0.99554,                 1.3738,                0.83452,                0.65398,                0.75828,                0.63277,                0.37523,                0.99841,                 1.1737,               0.004489,               0.004489,               0.004489
                    170,                 0.5249,                0.98184,                 1.3655,                0.75592,                0.69123,                0.73585,                0.60885,                0.35971,                 1.0487,                 1.1695,               0.004456,               0.004456,               0.004456
                    171,                0.54457,                  1.003,                 1.3909,                0.81099,                 0.6786,                0.74483,                 0.6148,                0.38198,                 1.0245,                 1.1941,               0.004423,               0.004423,               0.004423
                    172,                0.52116,                0.95748,                 1.3628,                0.75414,                0.66746,                0.71693,                0.59605,                0.37335,                 1.0851,                  1.172,                0.00439,                0.00439,                0.00439
                    173,                0.52329,                0.95922,                 1.3582,                0.83823,                0.66997,                 0.7479,                 0.6207,                0.37942,                 1.0445,                 1.1791,               0.004357,               0.004357,               0.004357
                    174,                0.50046,                0.94365,                 1.3375,                0.72569,                0.66087,                0.71847,                 0.5903,                0.38295,                 1.0561,                 1.1805,               0.004324,               0.004324,               0.004324
                    175,                0.53688,                0.97545,                 1.3675,                  0.811,                0.70551,                 0.7611,                0.62756,                0.38122,                0.97598,                 1.1846,               0.004291,               0.004291,               0.004291
                    176,                0.56262,                0.99317,                 1.3966,                0.81979,                0.67777,                  0.727,                0.60373,                0.37292,                 1.0318,                 1.1772,               0.004258,               0.004258,               0.004258
                    177,                0.52957,                0.95327,                 1.3678,                0.77372,                0.68741,                0.73219,                0.59863,                0.40378,                 1.0383,                 1.1961,               0.004225,               0.004225,               0.004225
                    178,                0.53899,                0.95873,                 1.3603,                  0.791,                0.69372,                0.74218,                0.60673,                0.39323,                  1.011,                 1.1986,               0.004192,               0.004192,               0.004192
                    179,                0.54095,                0.93944,                 1.3574,                0.81014,                0.69321,                0.75806,                0.62663,                0.38358,                0.98361,                 1.1905,               0.004159,               0.004159,               0.004159
                    180,                0.54295,                0.98554,                 1.3617,                 0.7757,                0.73025,                0.74453,                0.61777,                0.38845,                0.95459,                 1.1839,               0.004126,               0.004126,               0.004126
                    181,                0.52946,                0.94062,                 1.3531,                0.72744,                0.73605,                 0.7485,                0.61263,                0.41467,                 1.0263,                 1.2025,               0.004093,               0.004093,               0.004093
                    182,                0.51951,                0.93832,                 1.3388,                0.83612,                0.65978,                 0.7599,                0.63374,                0.37844,                0.98324,                  1.173,                0.00406,                0.00406,                0.00406
                    183,                 0.5565,                0.96137,                 1.3715,                0.79633,                0.64345,                0.72862,                0.60366,                0.39005,                 1.0396,                  1.174,               0.004027,               0.004027,               0.004027
                    184,                0.53474,                0.95759,                 1.3564,                0.78476,                0.66603,                0.71029,                0.59742,                0.38464,                 1.0514,                 1.1717,               0.003994,               0.003994,               0.003994
                    185,                0.53077,                0.95881,                  1.354,                0.75267,                0.68531,                0.74624,                0.61644,                0.39457,                 1.0127,                 1.1742,               0.003961,               0.003961,               0.003961
                    186,                0.54852,                0.94545,                 1.3569,                0.75289,                   0.69,                0.75017,                0.62172,                0.38913,                0.97969,                 1.1723,               0.003928,               0.003928,               0.003928
                    187,                0.50472,                0.92538,                 1.3227,                0.70472,                0.71769,                0.70822,                0.58321,                0.38698,                 1.0571,                  1.179,               0.003895,               0.003895,               0.003895
                    188,                 0.5307,                0.92973,                 1.3433,                0.79532,                0.63778,                0.71701,                 0.5967,                0.36962,                 1.0289,                 1.1651,               0.003862,               0.003862,               0.003862
                    189,                0.53286,                0.93085,                 1.3413,                0.74813,                0.70959,                0.73296,                0.61236,                0.37898,                 1.0265,                 1.1709,               0.003829,               0.003829,               0.003829
                    190,                0.51942,                0.92357,                 1.3405,                0.76796,                0.67501,                0.74416,                0.61989,                0.38871,                 1.0064,                 1.1806,               0.003796,               0.003796,               0.003796
                    191,                0.51457,                0.90935,                  1.331,                0.74664,                0.71818,                0.74618,                0.61573,                0.39622,                0.98804,                 1.1814,               0.003763,               0.003763,               0.003763
                    192,                0.53035,                0.92334,                 1.3373,                0.71555,                0.67402,                 0.7255,                0.59643,                0.40124,                 1.1096,                 1.1823,                0.00373,                0.00373,                0.00373
                    193,                0.53357,                0.94003,                 1.3403,                0.80368,                 0.6506,                0.71453,                0.58681,                0.40901,                 1.0771,                 1.1906,               0.003697,               0.003697,               0.003697
                    194,                0.51636,                0.91191,                 1.3266,                0.75088,                0.71284,                0.74793,                0.61182,                0.37797,                0.99187,                 1.1712,               0.003664,               0.003664,               0.003664
                    195,                0.54102,                0.93567,                 1.3381,                0.85055,                0.66809,                0.76753,                0.63587,                0.38547,                0.94686,                 1.1647,               0.003631,               0.003631,               0.003631
                    196,                0.55656,                0.94664,                 1.3662,                0.75058,                0.72003,                0.73879,                0.60913,                0.39872,                0.98159,                 1.1844,               0.003598,               0.003598,               0.003598
                    197,                0.52193,                0.92437,                 1.3309,                0.71756,                0.71355,                0.75224,                0.62066,                0.39938,                 1.0252,                 1.1812,               0.003565,               0.003565,               0.003565
                    198,                 0.5441,                0.92446,                 1.3371,                0.71361,                0.67691,                0.70974,                 0.5869,                0.40336,                 1.0848,                 1.1845,               0.003532,               0.003532,               0.003532
                    199,                0.52794,                0.92434,                 1.3257,                0.79889,                0.66863,                0.75588,                 0.6216,                0.42381,                0.98589,                  1.207,               0.003499,               0.003499,               0.003499
                    200,                0.51954,                0.89218,                 1.3195,                0.77737,                0.72084,                0.77191,                0.63959,                0.40305,                0.94234,                 1.1929,               0.003466,               0.003466,               0.003466
                    201,                0.53088,                 0.8986,                 1.3246,                0.80553,                0.68424,                0.75026,                0.62315,                0.39843,                 0.9717,                 1.1789,               0.003433,               0.003433,               0.003433
                    202,                0.52568,                0.89777,                 1.3312,                0.79419,                0.65726,                0.73476,                0.60956,                0.38559,                0.99156,                 1.1649,                 0.0034,                 0.0034,                 0.0034
                    203,                0.52287,                0.90324,                  1.327,                0.81851,                0.67652,                0.73209,                0.61035,                0.39985,                 1.0034,                 1.1786,               0.003367,               0.003367,               0.003367
                    204,                0.53721,                 0.9094,                 1.3276,                0.83049,                0.68578,                0.76309,                0.63246,                0.40561,                0.96072,                 1.1855,               0.003334,               0.003334,               0.003334
                    205,                0.52142,                0.89789,                 1.3167,                0.84424,                0.65903,                0.74845,                0.62165,                0.40822,                0.95775,                 1.1836,               0.003301,               0.003301,               0.003301
                    206,                0.55478,                0.91373,                 1.3353,                0.74948,                0.70204,                0.73767,                0.61122,                0.40332,                0.98704,                 1.1687,               0.003268,               0.003268,               0.003268
                    207,                0.52259,                0.88774,                 1.3135,                0.79845,                0.66311,                0.73287,                0.60604,                0.41174,                 1.0516,                 1.1867,               0.003235,               0.003235,               0.003235
                    208,                0.54789,                0.90539,                 1.3419,                0.79737,                0.65351,                0.73978,                0.61021,                 0.4086,                0.96531,                 1.1828,               0.003202,               0.003202,               0.003202
                    209,                0.53919,                0.89821,                 1.3242,                0.75756,                0.69056,                0.71934,                 0.5966,                0.39851,                 1.0163,                 1.1674,               0.003169,               0.003169,               0.003169
                    210,                 0.5132,                0.85963,                 1.3067,                0.78129,                0.70505,                0.75223,                0.62803,                0.39388,                0.95681,                 1.1638,               0.003136,               0.003136,               0.003136
                    211,                 0.5213,                0.86595,                 1.3085,                0.76017,                0.71459,                0.74992,                0.61624,                0.39819,                0.96516,                 1.1711,               0.003103,               0.003103,               0.003103
                    212,                0.54522,                0.89288,                 1.3244,                0.74145,                0.70102,                0.75543,                0.62952,                0.40456,                0.95212,                 1.1698,                0.00307,                0.00307,                0.00307
                    213,                 0.5367,                0.87483,                  1.322,                0.81775,                0.70496,                 0.7698,                0.64533,                0.40052,                0.95978,                 1.1743,               0.003037,               0.003037,               0.003037
                    214,                0.52402,                0.87593,                 1.3114,                0.75458,                0.69777,                0.74483,                 0.6187,                0.38891,                 0.9843,                 1.1663,               0.003004,               0.003004,               0.003004
                    215,                0.52226,                0.86201,                 1.3024,                0.78608,                0.66203,                 0.7519,                0.62707,                0.40017,                0.98178,                 1.1657,               0.002971,               0.002971,               0.002971
                    216,                0.52787,                0.87636,                 1.3165,                0.75713,                0.73137,                0.75121,                0.63508,                0.38834,                0.96335,                 1.1602,               0.002938,               0.002938,               0.002938
                    217,                0.53194,                0.86854,                 1.3193,                0.80966,                0.69735,                0.74794,                0.62497,                0.38301,                0.98543,                 1.1504,               0.002905,               0.002905,               0.002905
                    218,                0.55788,                0.88616,                 1.3349,                0.75518,                0.69923,                0.74173,                0.61957,                0.40511,                 1.0016,                  1.165,               0.002872,               0.002872,               0.002872
                    219,                0.53145,                0.86443,                 1.3008,                0.85098,                0.66536,                0.75774,                0.63997,                0.39745,                0.94641,                  1.162,               0.002839,               0.002839,               0.002839
                    220,                0.52827,                 0.8638,                 1.3121,                0.86249,                0.68434,                0.77451,                0.65421,                0.39625,                0.92872,                 1.1612,               0.002806,               0.002806,               0.002806
                    221,                0.54963,                0.89309,                  1.324,                0.82619,                 0.6475,                0.74748,                0.61999,                0.42139,                0.98456,                 1.1802,               0.002773,               0.002773,               0.002773
                    222,                0.50574,                0.83764,                 1.2839,                0.83006,                0.67077,                0.74018,                0.61925,                0.39554,                0.97491,                 1.1517,                0.00274,                0.00274,                0.00274
                    223,                0.52506,                0.84733,                 1.2937,                0.84783,                0.61696,                0.73272,                0.61254,                0.40302,                0.99261,                 1.1538,               0.002707,               0.002707,               0.002707
                    224,                0.53097,                0.85252,                 1.2985,                0.82639,                0.64682,                 0.7521,                0.63224,                0.40982,                0.97371,                 1.1619,               0.002674,               0.002674,               0.002674
                    225,                0.51983,                0.86744,                 1.2935,                0.72543,                0.71849,                0.74448,                0.63199,                0.40119,                 1.0005,                 1.1596,               0.002641,               0.002641,               0.002641
                    226,                0.52757,                0.85227,                 1.3028,                0.79648,                0.69439,                0.74769,                0.62874,                0.39937,                0.97162,                  1.152,               0.002608,               0.002608,               0.002608
                    227,                0.51959,                0.84717,                 1.2901,                0.78448,                0.70247,                0.74107,                0.61483,                0.41761,                 1.0187,                 1.1701,               0.002575,               0.002575,               0.002575
                    228,                0.55029,                0.86505,                 1.3122,                0.78863,                0.68059,                0.73707,                0.61713,                0.42148,                 1.0316,                 1.1667,               0.002542,               0.002542,               0.002542
                    229,                0.52018,                0.83271,                 1.2924,                0.73314,                0.70586,                0.71715,                 0.5959,                0.42031,                 1.0317,                 1.1669,               0.002509,               0.002509,               0.002509
                    230,                0.53757,                0.84447,                 1.2984,                0.75165,                0.69477,                0.73906,                0.61836,                 0.4305,                 1.0248,                 1.1737,               0.002476,               0.002476,               0.002476
                    231,                0.55472,                0.85822,                 1.3062,                0.75122,                0.70882,                0.74274,                0.61089,                0.44251,                 1.0041,                  1.188,               0.002443,               0.002443,               0.002443
                    232,                0.53511,                0.85929,                 1.2988,                0.71629,                0.71866,                0.74527,                0.62495,                0.41027,                 1.0213,                 1.1518,                0.00241,                0.00241,                0.00241
                    233,                0.54809,                0.85646,                 1.3032,                0.80808,                0.65882,                0.72729,                0.60764,                  0.413,                 1.0366,                 1.1551,               0.002377,               0.002377,               0.002377
                    234,                0.53185,                0.84908,                 1.2971,                0.79148,                0.64883,                0.74494,                0.62536,                0.42547,                0.97633,                 1.1694,               0.002344,               0.002344,               0.002344
                    235,                 0.5154,                 0.8367,                 1.2866,                0.76788,                0.68127,                0.74437,                0.62637,                0.41443,                0.99211,                 1.1563,               0.002311,               0.002311,               0.002311
                    236,                0.52449,                0.83508,                 1.2895,                0.78005,                0.67955,                0.74835,                0.62183,                0.41415,                 1.0132,                 1.1632,               0.002278,               0.002278,               0.002278
                    237,                 0.5399,                0.84287,                 1.2892,                0.81725,                0.65988,                0.74516,                 0.6155,                0.43464,                 1.0288,                 1.1729,               0.002245,               0.002245,               0.002245
                    238,                0.53813,                0.83812,                 1.2974,                0.81625,                0.64939,                0.74467,                0.62259,                 0.4221,                 1.0262,                 1.1609,               0.002212,               0.002212,               0.002212
                    239,                   0.53,                0.81934,                 1.2911,                0.81015,                0.65836,                0.73338,                0.60658,                0.43151,                 1.0386,                 1.1623,               0.002179,               0.002179,               0.002179
                    240,                0.53836,                 0.8124,                 1.2918,                0.74716,                0.69325,                0.73803,                0.61192,                0.44403,                 1.0178,                 1.1689,               0.002146,               0.002146,               0.002146
                    241,                0.53397,                0.81505,                 1.2815,                0.79909,                0.67775,                0.72255,                0.60066,                0.42466,                 1.0017,                 1.1585,               0.002113,               0.002113,               0.002113
                    242,                0.54255,                0.83208,                 1.2948,                0.80411,                0.70579,                0.74479,                0.62575,                0.41904,                 1.0097,                 1.1515,                0.00208,                0.00208,                0.00208
                    243,                0.54962,                0.83401,                 1.2957,                0.76702,                0.69665,                0.73517,                0.61832,                0.41745,                 1.0248,                 1.1448,               0.002047,               0.002047,               0.002047
                    244,                0.53651,                0.80437,                 1.2858,                0.80276,                0.67872,                0.73926,                0.61756,                0.41251,                 1.0459,                 1.1463,               0.002014,               0.002014,               0.002014
                    245,                0.53071,                0.78559,                 1.2846,                0.80353,                0.66125,                0.73877,                0.61768,                0.41917,                 1.0329,                 1.1575,               0.001981,               0.001981,               0.001981
                    246,                0.52883,                0.77836,                 1.2797,                 0.8091,                0.65213,                0.73514,                0.61123,                0.43982,                 1.0121,                 1.1687,               0.001948,               0.001948,               0.001948
                    247,                0.52815,                0.80364,                 1.2743,                0.84118,                0.65615,                 0.7459,                0.62034,                0.43969,                 1.0129,                 1.1669,               0.001915,               0.001915,               0.001915
                    248,                0.54425,                0.81735,                 1.2892,                0.78247,                  0.676,                0.71811,                 0.5958,                0.44295,                 1.0535,                 1.1715,               0.001882,               0.001882,               0.001882
                    249,                 0.5461,                 0.8208,                 1.2875,                0.81682,                0.62487,                 0.7279,                0.60673,                 0.4461,                 1.0207,                 1.1673,               0.001849,               0.001849,               0.001849
                    250,                 0.5493,                0.82886,                 1.2897,                0.81853,                0.65326,                0.72923,                0.60401,                0.44738,                 1.0211,                 1.1818,               0.001816,               0.001816,               0.001816
                    251,                0.52738,                0.81227,                 1.2735,                0.78753,                0.68974,                 0.7269,                0.60425,                0.43727,                 1.0115,                 1.1658,               0.001783,               0.001783,               0.001783
                    252,                0.53788,                0.80092,                 1.2773,                0.75983,                0.71201,                0.75101,                0.62003,                0.45525,                0.95808,                 1.1722,                0.00175,                0.00175,                0.00175
                    253,                0.54418,                0.80997,                 1.2816,                0.80138,                0.68404,                0.75291,                0.62678,                0.43496,                  0.956,                 1.1582,               0.001717,               0.001717,               0.001717
                    254,                0.50115,                0.78415,                 1.2527,                0.72517,                0.74269,                0.74427,                0.61413,                0.43948,                0.97922,                 1.1532,               0.001684,               0.001684,               0.001684
                    255,                0.51867,                0.80117,                 1.2674,                0.75217,                0.68542,                0.72457,                0.60196,                0.43865,                 1.0152,                 1.1496,               0.001651,               0.001651,               0.001651
                    256,                0.52669,                0.80361,                 1.2708,                0.77813,                0.67535,                0.72734,                0.60354,                0.44594,                 1.0343,                 1.1579,               0.001618,               0.001618,               0.001618
                    257,                0.52151,                0.79502,                  1.269,                0.72589,                0.73509,                0.75131,                 0.6319,                0.44807,                0.99285,                 1.1585,               0.001585,               0.001585,               0.001585
                    258,                0.53619,                0.79982,                 1.2868,                0.83473,                0.67853,                 0.7405,                0.62081,                0.44564,                 1.0031,                 1.1615,               0.001552,               0.001552,               0.001552
                    259,                0.52627,                0.79493,                 1.2785,                0.77546,                0.70251,                0.73782,                0.61604,                 0.4468,                 1.0252,                 1.1583,               0.001519,               0.001519,               0.001519
                    260,                0.52921,                0.81233,                 1.2764,                0.78987,                0.65786,                0.73683,                0.62168,                0.43764,                 1.0382,                 1.1543,               0.001486,               0.001486,               0.001486
                    261,                  0.529,                0.78821,                 1.2614,                0.75494,                0.70415,                0.74338,                0.61767,                 0.4544,                 1.0072,                 1.1694,               0.001453,               0.001453,               0.001453
                    262,                0.57777,                 0.8433,                 1.3011,                0.74923,                0.70535,                0.74688,                0.61403,                 0.4614,                0.97555,                 1.1695,                0.00142,                0.00142,                0.00142
                    263,                0.52526,                0.78969,                 1.2643,                0.78001,                0.70652,                 0.7409,                0.61376,                0.45842,                0.98658,                 1.1669,               0.001387,               0.001387,               0.001387
                    264,                0.51695,                0.78059,                 1.2593,                0.77523,                0.69139,                0.73739,                0.61858,                0.44001,                0.99179,                 1.1593,               0.001354,               0.001354,               0.001354
                    265,                0.55686,                0.80016,                 1.2847,                0.79459,                 0.6901,                0.74703,                 0.6279,                0.44962,                0.97857,                 1.1652,               0.001321,               0.001321,               0.001321
                    266,                0.54478,                0.80359,                 1.2658,                0.80268,                0.69547,                0.74808,                0.62568,                0.44648,                0.96409,                 1.1624,               0.001288,               0.001288,               0.001288
                    267,                0.52945,                0.78058,                 1.2646,                0.78735,                0.70457,                0.74439,                0.62241,                0.44015,                  1.003,                 1.1561,               0.001255,               0.001255,               0.001255
                    268,                0.55018,                0.79194,                 1.2755,                0.79773,                0.69838,                0.75204,                0.63319,                0.43589,                0.97712,                  1.148,               0.001222,               0.001222,               0.001222
                    269,                0.54519,                0.78078,                 1.2668,                 0.7706,                0.70477,                0.74821,                0.63425,                0.43066,                0.96545,                 1.1492,               0.001189,               0.001189,               0.001189
                    270,                0.54744,                0.77618,                 1.2727,                0.76073,                0.71536,                0.75055,                0.62827,                0.44097,                0.96846,                 1.1566,               0.001156,               0.001156,               0.001156
                    271,                0.52385,                0.79013,                   1.26,                0.78742,                0.71537,                0.74407,                0.62749,                0.43911,                0.97752,                 1.1547,               0.001123,               0.001123,               0.001123
                    272,                 0.5418,                0.77403,                 1.2663,                0.81891,                 0.6969,                0.75991,                0.63688,                0.45447,                0.95804,                 1.1601,                0.00109,                0.00109,                0.00109
                    273,                0.53275,                0.79203,                 1.2703,                0.76128,                 0.7216,                0.74934,                0.63129,                0.45242,                0.99326,                 1.1529,               0.001057,               0.001057,               0.001057
                    274,                0.54282,                0.78159,                 1.2715,                0.81505,                0.64352,                0.73493,                0.61753,                0.45134,                 1.0262,                 1.1464,               0.001024,               0.001024,               0.001024
                    275,                0.51643,                0.76037,                 1.2446,                0.78082,                0.67078,                0.74362,                0.62276,                0.44872,                      1,                 1.1465,               0.000991,               0.000991,               0.000991
                    276,                0.52628,                0.77625,                 1.2642,                0.79466,                0.68667,                0.75122,                0.62843,                0.45171,                 0.9893,                 1.1493,               0.000958,               0.000958,               0.000958
                    277,                0.53097,                0.76496,                 1.2552,                0.78638,                0.68751,                0.75272,                0.63149,                0.45325,                  1.003,                 1.1561,               0.000925,               0.000925,               0.000925
                    278,                0.52613,                0.75118,                 1.2636,                0.78355,                0.69769,                0.75009,                0.63228,                 0.4482,                0.99176,                 1.1508,               0.000892,               0.000892,               0.000892
                    279,                0.52098,                0.75031,                 1.2502,                0.79418,                0.71147,                0.75385,                0.63481,                 0.4578,                0.99539,                 1.1603,               0.000859,               0.000859,               0.000859
                    280,                0.53257,                0.75878,                 1.2548,                0.80682,                0.67749,                0.75687,                0.63267,                0.45451,                0.98082,                 1.1605,               0.000826,               0.000826,               0.000826
                    281,                 0.5408,                0.76928,                 1.2565,                0.77251,                 0.7219,                0.75459,                0.63171,                0.45608,                0.96125,                  1.159,               0.000793,               0.000793,               0.000793
                    282,                0.53455,                0.76861,                 1.2607,                0.78507,                0.73705,                0.76834,                0.64135,                0.45569,                0.92123,                 1.1549,                0.00076,                0.00076,                0.00076
                    283,                0.52806,                0.74832,                 1.2452,                 0.8059,                0.69516,                0.76618,                0.63824,                0.45924,                0.95246,                 1.1534,               0.000727,               0.000727,               0.000727
                    284,                0.53074,                0.75702,                 1.2521,                0.84465,                0.68517,                0.76047,                 0.6363,                0.45589,                0.97467,                 1.1523,               0.000694,               0.000694,               0.000694
                    285,                0.53004,                0.76861,                 1.2499,                 0.8323,                0.67835,                0.76424,                0.63559,                0.45967,                0.97146,                 1.1533,               0.000661,               0.000661,               0.000661
                    286,                0.52871,                0.74165,                 1.2523,                0.80944,                0.69648,                0.76109,                0.63401,                0.45883,                0.97952,                 1.1555,               0.000628,               0.000628,               0.000628
                    287,                0.55507,                0.77298,                 1.2572,                0.78704,                0.68853,                0.75731,                0.63574,                0.46643,                0.98324,                 1.1538,               0.000595,               0.000595,               0.000595
                    288,                0.56152,                0.80276,                 1.2681,                0.78013,                0.70349,                0.76389,                0.63496,                 0.4651,                 0.9586,                   1.16,               0.000562,               0.000562,               0.000562
                    289,                0.52723,                0.74323,                 1.2401,                0.77014,                0.71191,                0.76097,                0.63641,                0.46812,                0.96498,                  1.159,               0.000529,               0.000529,               0.000529
                    290,                 0.5234,                0.75386,                 1.2471,                0.77479,                0.71444,                0.76005,                0.63706,                0.46578,                0.96152,                 1.1581,               0.000496,               0.000496,               0.000496
                    291,                0.20659,                  0.452,                0.98956,                0.84222,                 0.6511,                0.73627,                 0.6095,                0.47679,                 0.9971,                 1.1664,               0.000463,               0.000463,               0.000463
                    292,                0.18475,                0.39042,                0.99583,                0.77484,                0.68849,                0.71531,                0.59143,                0.47687,                 1.0397,                 1.1713,                0.00043,                0.00043,                0.00043
                    293,                0.18025,                 0.3619,                0.98218,                0.82089,                0.66923,                0.72619,                0.60083,                0.48356,                 1.0152,                 1.1774,               0.000397,               0.000397,               0.000397
                    294,                 0.1722,                0.33619,                0.97586,                0.81772,                0.66027,                0.72743,                0.59965,                0.48244,                 1.0051,                 1.1735,               0.000364,               0.000364,               0.000364
                    295,                0.16535,                0.33509,                0.96609,                0.76895,                0.70432,                0.72077,                0.59665,                0.48542,                 1.0113,                 1.1741,               0.000331,               0.000331,               0.000331
                    296,                0.17162,                0.33485,                0.96191,                0.77983,                0.69652,                0.71867,                0.59597,                0.48088,                 1.0167,                 1.1692,               0.000298,               0.000298,               0.000298
                    297,                0.16298,                0.32917,                0.96323,                0.82177,                 0.6653,                0.72907,                0.60647,                0.47849,                 1.0131,                 1.1673,               0.000265,               0.000265,               0.000265
                    298,                0.16126,                0.33127,                0.96155,                0.81387,                0.66692,                0.73446,                0.61186,                0.47747,                 1.0038,                  1.166,               0.000232,               0.000232,               0.000232
                    299,                0.15585,                0.32462,                 0.9493,                0.81539,                0.68102,                0.74075,                0.61677,                0.47686,                0.99531,                 1.1635,               0.000199,               0.000199,               0.000199
                    300,                0.16558,                0.32599,                0.96056,                0.83218,                0.67766,                 0.7369,                0.61712,                0.47578,                0.99789,                 1.1647,               0.000166,               0.000166,               0.000166
